long,lat,locality,province,year,month,kingdom,class,family,genus,species,common_name,loc
-4.455,36.668,Desembocadura del Rio Guadalhorce (MA),Malaga,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-4.455, 36.668)}"
-4.455,36.668,Desembocadura del Rio Guadalhorce (MA),Malaga,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.455, 36.668)}"
-4.455,36.668,Desembocadura del Rio Guadalhorce (MA),Malaga,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-4.455, 36.668)}"
-4.455,36.668,Desembocadura del Rio Guadalhorce (MA),Malaga,2004,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-4.455, 36.668)}"
-4.455,36.668,Desembocadura del Rio Guadalhorce (MA),Malaga,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-4.455, 36.668)}"
-4.455,36.668,Desembocadura del Rio Guadalhorce (MA),Malaga,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.455, 36.668)}"
-4.826,37.024,Laguna de Capacete (MA),Malaga,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.826, 37.024)}"
-4.762,37.119,Laguna de Fuente de Piedra (MA),Malaga,2002,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-4.762, 37.119)}"
-4.762,37.119,Laguna de Fuente de Piedra (MA),Malaga,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-4.762, 37.119)}"
-4.762,37.119,Laguna de Fuente de Piedra (MA),Malaga,2004,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-4.762, 37.119)}"
-4.302,37.11,Laguna Grande de Archidona (MA),Malaga,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.302, 37.11)}"
-4.302,37.11,Laguna Grande de Archidona (MA),Malaga,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.302, 37.11)}"
-4.302,37.109,Lagunas de Archidona (MA),Malaga,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-4.302, 37.109)}"
-4.424,36.718,Malaga,Malaga,2002,Jan,Animalia,Aves,Upupidae,Upupa,Upupa epops,Eurasian Hoopoe,"{'type': 'Point', 'coordinates': (-4.424, 36.718)}"
-4.417,36.767,MONTES DE MALAGA,Malaga,2004,Jan,Animalia,Aves,Fringillidae,Fringilla,Fringilla coelebs,Pinzon vulgar,"{'type': 'Point', 'coordinates': (-4.417, 36.767)}"
-3.436,40.455,Rio Henares (Tramo Limite provincial Guadalajara-Mejorada) (M),Malaga,2002,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-3.436, 40.455)}"
-4.522,36.956,Antequera,Malaga,2020,Feb,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-4.522, 36.956)}"
-4.521,36.956,Antequera,Malaga,2020,Feb,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-4.521, 36.956)}"
-5.31,36.6,Benadalid,Malaga,2019,Jan,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-5.31, 36.6)}"
-5.31,36.6,Benadalid,Malaga,2019,Jan,Animalia,Amphibia,Pelodytidae,Pelodytes,Pelodytes ibericus,Iberian Parsley Frog,"{'type': 'Point', 'coordinates': (-5.31, 36.6)}"
-5.309,36.607,Benadalid,Malaga,2019,Mar,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-5.309, 36.607)}"
-5.309,36.608,Benadalid,Malaga,2019,Mar,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-5.309, 36.608)}"
-5.045,36.532,Benahavis,Malaga,2010,Feb,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-5.045, 36.532)}"
-5.313,36.595,BenalauRia,Malaga,2018,May,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-5.313, 36.595)}"
-5.308,36.602,BenalauRia,Malaga,2020,Mar,Animalia,Amphibia,Pelodytidae,Pelodytes,Pelodytes ibericus,Iberian Parsley Frog,"{'type': 'Point', 'coordinates': (-5.308, 36.602)}"
-4.312,36.782,Malaga,Malaga,2011,Mar,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-4.312, 36.782)}"
-3.953,36.811,Malaga,Malaga,2014,Mar,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-3.953, 36.811)}"
-4.324,36.851,Malaga,Malaga,2018,Jul,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-4.324, 36.851)}"
-5.253,36.748,Montejaque,Malaga,2010,Sep,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-5.253, 36.748)}"
-5.297,36.754,Montejaque,Malaga,2018,Mar,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-5.297, 36.754)}"
-5.291,36.754,Montejaque,Malaga,2018,Mar,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-5.291, 36.754)}"
-4.389,36.818,Montes de Malaga,Malaga,2011,Mar,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-4.389, 36.818)}"
-4.698,36.757,Pizarra,Malaga,2011,Jan,Animalia,Amphibia,Pelodytidae,Pelodytes,Pelodytes ibericus,Iberian Parsley Frog,"{'type': 'Point', 'coordinates': (-4.698, 36.757)}"
-5.301,36.819,Ronda,Malaga,2017,Jan,Animalia,Amphibia,Salamandridae,Salamandra,Salamandra salamandra,Long-snouted Fire Salamander,"{'type': 'Point', 'coordinates': (-5.301, 36.819)}"
-4.509,36.629,Torremolinos,Malaga,2011,Feb,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-4.509, 36.629)}"
-3.924,36.74,Torrox,Malaga,2011,Feb,Animalia,Amphibia,Alytidae,Discoglossus,Discoglossus galganoi,Spanish Painted Frog,"{'type': 'Point', 'coordinates': (-3.924, 36.74)}"
-4.688,36.942,Valle de Abdalajas,Malaga,2011,Feb,Animalia,Amphibia,Salamandridae,Salamandra,Salamandra salamandra,Long-snouted Fire Salamander,"{'type': 'Point', 'coordinates': (-4.688, 36.942)}"
-5.547,37.849,Venta de las Navas,Malaga,2011,May,Animalia,Amphibia,Bufonidae,Bufo,Bufo spinosus,Spiny Toad,"{'type': 'Point', 'coordinates': (-5.547, 37.849)}"
-4.31,37.12,Archidona,M�laga,2020,Feb,Animalia,Amphibia,Salamandridae,Pleurodeles,Pleurodeles waltl,Spanish Ribbed Newt,"{'type': 'Point', 'coordinates': (-4.31, 37.12)}"
4.2,40.0,Parc Natural de s'Albufera des Grau,Menorca,2011,Jan,Animalia,Aves,Upupidae,Upupa,Upupa epops,Abubilla,"{'type': 'Point', 'coordinates': (4.2, 40.0)}"
4.2,40.0,Parc Natural de s'Albufera des Grau,Menorca,2012,Jan,Animalia,Aves,Fringillidae,Fringilla,Fringilla coelebs,Pinzon vulgar,"{'type': 'Point', 'coordinates': (4.2, 40.0)}"
-2.16,37.401,Albox Rambla de Meana,Murcia,2018,Jan,Animalia,Aves,Upupidae,Upupa,Upupa epops,Eurasian Hoopoe,"{'type': 'Point', 'coordinates': (-2.16, 37.401)}"
-1.526,38.218,Embalse de Carcabo,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.526, 38.218)}"
-1.831,37.744,Embalse de Puentes,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.831, 37.744)}"
-1.831,37.744,Embalse de Puentes,Murcia,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.831, 37.744)}"
-1.831,37.744,Embalse de Puentes,Murcia,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.831, 37.744)}"
-1.601,38.215,Embalse de Quipar,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.601, 38.215)}"
-1.601,38.215,Embalse de Quipar,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-1.601, 38.215)}"
-1.091,38.107,Embalse de Santomera y ramblas adyacentes,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-1.091, 38.107)}"
-1.741,38.166,Embalse del Argos,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.741, 38.166)}"
-0.756,37.719,Las Encanizadas,Murcia,2003,Jan,Animalia,Aves,Threskiornithidae,Platalea,Platalea leucorodia,Espatula comun,"{'type': 'Point', 'coordinates': (-0.756, 37.719)}"
-0.799,37.729,Mar Menor,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-0.799, 37.729)}"
-0.799,37.729,Mar Menor,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-0.799, 37.729)}"
-0.799,37.729,Mar Menor,Murcia,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.799, 37.729)}"
-0.856,37.694,Marina del Carmoli,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-0.856, 37.694)}"
-0.856,37.694,Marina del Carmoli,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-0.856, 37.694)}"
-0.856,37.694,Marina del Carmoli,Murcia,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.856, 37.694)}"
-6.423,37.09,Matasgordas ,Murcia,2000,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-6.423, 37.09)}"
-0.721,37.637,Salinas de Marchamalo,Murcia,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.721, 37.637)}"
-0.77,37.824,Salinas de San Pedro del Pinatar,Murcia,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-0.77, 37.824)}"
-0.77,37.824,Salinas de San Pedro del Pinatar,Murcia,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.77, 37.824)}"
-0.739,37.606,Salinas del Rasall o de Calblanque,Murcia,2003,Jan,Animalia,Aves,Anatidae,Tadorna,Tadorna tadorna,Tarro blanco,"{'type': 'Point', 'coordinates': (-0.739, 37.606)}"
-1.325,42.553,Aibar--Valladana,,2015,Jan,Animalia,Aves,Fringillidae,Fringilla,Fringilla coelebs,Common Chaffinch,"{'type': 'Point', 'coordinates': (-1.325, 42.553)}"
-2.62,43.01,Albina,,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2005,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2007,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2008,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2009,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2009,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2010,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2011,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2012,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2014,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.62,43.01,Albina,,2016,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.62, 43.01)}"
-2.82,42.56,Andaverde,,2009,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.82, 42.56)}"
-2.82,42.56,Andaverde,,2013,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-2.82, 42.56)}"
-6.464,37.134,Plana de inundacion del Partido,,2020,Feb,Animalia,Amphibia,Hylidae,Hyla,Hyla meridionalis,Mediterranean Tree Frog,"{'type': 'Point', 'coordinates': (-6.464, 37.134)}"
-7.2,39.2,Rio Gevora Alto,,2018,Mar,Animalia,Amphibia,Salamandridae,Salamandra,Salamandra salamandra,Fire Salamander,"{'type': 'Point', 'coordinates': (-7.2, 39.2)}"
-1.582,41.977,Ablitas--Balsa de Bajabon,Navarra,2015,Jan,Animalia,Aves,Anatidae,Anas,Mareca penelope,Eurasian Wigeon,"{'type': 'Point', 'coordinates': (-1.582, 41.977)}"
-1.423,42.734,Ardanaz,Navarra,2005,Jan,Animalia,Aves,Fringillidae,Fringilla,Fringilla coelebs,Common Chaffinch,"{'type': 'Point', 'coordinates': (-1.423, 42.734)}"
-1.422,42.727,Ardanaz,Navarra,2005,Jan,Animalia,Aves,Fringillidae,Fringilla,Fringilla coelebs,Common Chaffinch,"{'type': 'Point', 'coordinates': (-1.422, 42.727)}"
-1.598,42.15,Arguedas--arrozales,Navarra,2015,Jan,Animalia,Aves,Fringillidae,Fringilla,Fringilla coelebs,Common Chaffinch,"{'type': 'Point', 'coordinates': (-1.598, 42.15)}"
-1.598,42.15,Arguedas--arrozales,Navarra,2015,Jan,Animalia,Aves,Ardeidae,Ardea,Ardea alba,Great Egret,"{'type': 'Point', 'coordinates': (-1.598, 42.15)}"
-1.598,42.15,Arguedas--arrozales,Navarra,2016,Jan,Animalia,Aves,Threskiornithidae,Plegadis,Plegadis falcinellus,Glossy Ibis,"{'type': 'Point', 'coordinates': (-1.598, 42.15)}"
-1.598,42.15,Arguedas--arrozales,Navarra,2016,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Little Grebe,"{'type': 'Point', 'coordinates': (-1.598, 42.15)}"
-1.598,42.15,Arguedas--arrozales,Navarra,2016,Jan,Animalia,Aves,Ardeidae,Ardea,Ardea alba,Great Egret,"{'type': 'Point', 'coordinates': (-1.598, 42.15)}"
-1.598,42.15,Arguedas--arrozales,Navarra,2017,Jan,Animalia,Aves,Ardeidae,Ardea,Ardea alba,Great Egret,"{'type': 'Point', 'coordinates': (-1.598, 42.15)}"
-1.908,42.3,Azagra,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.908, 42.3)}"
-1.908,42.3,Azagra,Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.908, 42.3)}"
-1.908,42.3,Azagra,Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.908, 42.3)}"
-1.908,42.3,Azagra,Navarra,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.908, 42.3)}"
-1.908,42.3,Azagra,Navarra,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.908, 42.3)}"
-1.826,42.072,"Balsa de Agua Potable, Estanca de Cintruenigo",Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.826, 42.072)}"
-1.826,42.072,"Balsa de Agua Potable, Estanca de Cintruenigo",Navarra,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.826, 42.072)}"
-1.826,42.072,"Balsa de Agua Potable, Estanca de Cintruenigo",Navarra,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.826, 42.072)}"
-1.702,42.111,Balsa de Agua Salada,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.702, 42.111)}"
-1.642,41.98,"Balsa de aguas pluviales, Tudela",Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.642, 41.98)}"
-1.65,42.052,Balsa de Cardete,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.65, 42.052)}"
-1.65,42.052,Balsa de Cardete,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.65, 42.052)}"
-1.65,42.052,Balsa de Cardete,Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.65, 42.052)}"
-1.65,42.052,Balsa de Cardete,Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.65, 42.052)}"
-1.632,41.978,Balsa de Prado Bajo,Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.632, 41.978)}"
-1.709,42.057,Balsa de Pulguer,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.709, 42.057)}"
-1.709,42.057,Balsa de Pulguer,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-1.709, 42.057)}"
-1.709,42.057,Balsa de Pulguer,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.709, 42.057)}"
-1.709,42.057,Balsa de Pulguer,Navarra,2003,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-1.709, 42.057)}"
-1.579,42.306,Balsa de Rada,Navarra,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.579, 42.306)}"
-1.408,42.175,Balsa de Zapata,Navarra,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.408, 42.175)}"
-1.408,42.175,Balsa de Zapata,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-1.408, 42.175)}"
-1.408,42.175,Balsa de Zapata,Navarra,2001,Jan,Animalia,Aves,Anatidae,Netta,Netta rufina,Pato colorado,"{'type': 'Point', 'coordinates': (-1.408, 42.175)}"
-1.613,42.02,"Balsa del SenoRio de Beraiz, Ulzama",Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.613, 42.02)}"
-1.673,42.16,"Balsa zona recreativa, Castejon",Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.673, 42.16)}"
-1.665,42.138,Carrizal de Valdelafuente,Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.665, 42.138)}"
-1.798,42.038,Cintruenigo--Embalse de la Estanquillas o Agua potable,Navarra,2000,Jan,Animalia,Aves,Anatidae,Anas,Mareca penelope,Eurasian Wigeon,"{'type': 'Point', 'coordinates': (-1.798, 42.038)}"
-1.77,42.123,Corella--La Estanca,Navarra,2000,Feb,Animalia,Aves,Anatidae,Anas,Mareca penelope,Eurasian Wigeon,"{'type': 'Point', 'coordinates': (-1.77, 42.123)}"
-1.77,42.123,Corella--La Estanca,Navarra,2000,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Little Grebe,"{'type': 'Point', 'coordinates': (-1.77, 42.123)}"
-1.947,42.719,Embalse de Alloz,Navarra,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.947, 42.719)}"
-1.947,42.719,Embalse de Alloz,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.947, 42.719)}"
-1.947,42.719,Embalse de Alloz,Navarra,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.947, 42.719)}"
-1.947,42.719,Embalse de Alloz,Navarra,2002,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps nigricollis,Zampullin cuellinegro,"{'type': 'Point', 'coordinates': (-1.947, 42.719)}"
-1.947,42.719,Embalse de Alloz,Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.947, 42.719)}"
-1.947,42.719,Embalse de Alloz,Navarra,2004,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-1.947, 42.719)}"
-1.947,42.719,Embalse de Alloz,Navarra,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.947, 42.719)}"
-1.871,43.227,Embalse de Anarbe,Navarra,2003,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.871, 43.227)}"
-1.871,43.227,Embalse de Anarbe,Navarra,2004,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.871, 43.227)}"
-1.788,43.218,Embalse de Artikutza,Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Tachybaptus,Tachybaptus ruficollis,Zampullin comun,"{'type': 'Point', 'coordinates': (-1.788, 43.218)}"
-2.416,41.745,Embalse de Cabredo (Genevilla),Navarra,2000,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.416, 41.745)}"
-2.416,41.745,Embalse de Cabredo (Genevilla),Navarra,2001,Jan,Animalia,Aves,Podicipedidae,Podiceps,Podiceps cristatus,Somormujo lavanco,"{'type': 'Point', 'coordinates': (-2.416, 41.745)}"
